id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin_type,result_margin,team1_score,team2_score,eliminator,umpire1,umpire2
130,2018,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Royal Challengers Bengaluru,normal,runs,22,183,205,N,P Reiffel,V Kulkarni
131,2018,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,normal,runs,3,212,209,N,J Madanagopal,R Pandit
132,2018,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,normal,runs,7,196,189,N,V Kulkarni,P Reiffel
133,2018,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Kolkata Knight Riders,normal,wickets,6,181,180,N,R Pandit,K Ananthapadmanabhan
134,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,32,163,195,N,A Deshmukh,P Reiffel
135,2018,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,24,157,181,N,C Shamshuddin,J Madanagopal
136,2018,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,normal,wickets,5,171,168,N,N Menon,V Kulkarni
137,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,normal,wickets,7,164,166,N,K Ananthapadmanabhan,A Deshmukh
138,2018,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,18,230,212,N,J Madanagopal,C Shamshuddin
139,2018,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,10,198,208,N,V Kulkarni,J Madanagopal
140,2018,Lucknow,"BRSABV Ekana Stadium, Lucknow",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,normal,runs,73,202,129,N,S Ravi,N Menon
141,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,normal,runs,55,240,185,N,M Erasmus,A Deshmukh
142,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,4,170,175,N,A Deshmukh,P Reiffel
143,2018,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,6,152,151,N,S Ravi,V Kulkarni
144,2018,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,normal,runs,10,192,202,N,M Erasmus,C Shamshuddin
145,2018,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,normal,runs,26,184,210,N,R Pandit,N Menon
146,2018,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,normal,wickets,5,160,159,N,N Menon,S Ravi
147,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,19,191,172,N,A Deshmukh,V Kulkarni
148,2018,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,normal,wickets,5,163,162,N,R Pandit,C Shamshuddin
149,2018,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,15,186,171,N,J Madanagopal,A Deshmukh
150,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,normal,wickets,5,142,141,N,J Madanagopal,C Shamshuddin
151,2018,Chennai,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,3,195,198,N,V Kulkarni,R Pandit
152,2018,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,5,161,167,N,V Kulkarni,K Ananthapadmanabhan
153,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,6,203,201,N,R Pandit,A Deshmukh
154,2018,Mohali,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,normal,wickets,1,175,174,N,V Kulkarni,J Madanagopal
155,2018,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,normal,wickets,6,183,187,N,C Shamshuddin,S Ravi
156,2018,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Rajasthan Royals,normal,runs,16,202,218,N,M Erasmus,N Menon
157,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,normal,runs,18,199,181,N,R Pandit,J Madanagopal
158,2018,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Royal Challengers Bengaluru,normal,runs,87,95,182,N,C Shamshuddin,V Kulkarni
159,2018,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,normal,runs,60,206,146,N,P Reiffel,N Menon
160,2018,Chennai,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,normal,wickets,5,179,185,N,M Erasmus,N Menon
161,2018,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Delhi Capitals,normal,runs,6,183,189,N,P Reiffel,S Ravi
162,2018,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,5,197,196,N,N Menon,K Ananthapadmanabhan
163,2018,Mohali,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,70,167,237,N,A Deshmukh,J Madanagopal
164,2018,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,normal,wickets,7,180,179,N,C Shamshuddin,N Menon
165,2018,Mohali,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,normal,runs,1,210,209,N,C Shamshuddin,K Ananthapadmanabhan
166,2018,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,8,194,186,N,V Kulkarni,C Shamshuddin
167,2018,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Royal Challengers Bengaluru,normal,runs,39,188,227,N,P Reiffel,K Ananthapadmanabhan
168,2018,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,normal,runs,73,232,159,N,N Menon,J Madanagopal
169,2019,Delhi,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,normal,runs,40,181,221,N,S Ravi,P Reiffel
170,2019,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,Royal Challengers Bengaluru,normal,wickets,3,153,149,N,P Reiffel,J Madanagopal
171,2019,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,30,172,202,N,A Deshmukh,P Reiffel
172,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,64,127,191,N,M Erasmus,C Shamshuddin
173,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,3,160,162,N,A Deshmukh,K Ananthapadmanabhan
174,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,normal,wickets,4,191,189,N,N Menon,V Kulkarni
175,2019,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,2,153,156,N,V Kulkarni,A Deshmukh
176,2019,Chennai,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,normal,runs,27,176,149,N,C Shamshuddin,N Menon
177,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,35,198,233,N,R Pandit,C Shamshuddin
178,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,3,201,200,N,N Menon,R Pandit
179,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,normal,wickets,7,196,202,N,S Ravi,A Deshmukh
180,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,98,272,174,N,M Erasmus,V Kulkarni
181,2019,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,normal,runs,23,199,176,N,P Reiffel,V Kulkarni
182,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,normal,wickets,5,209,214,N,P Reiffel,V Kulkarni
183,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,2,162,156,N,J Madanagopal,C Shamshuddin
184,2019,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,9,216,213,N,R Pandit,C Shamshuddin
185,2019,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,normal,wickets,4,180,182,N,R Pandit,V Kulkarni
186,2019,Mohali,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Sunrisers Hyderabad,normal,runs,6,220,226,N,V Kulkarni,P Reiffel
187,2019,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Royal Challengers Bengaluru,normal,runs,9,173,182,N,P Reiffel,N Menon
188,2019,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,normal,runs,18,225,207,N,N Menon,K Ananthapadmanabhan
189,2019,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,normal,runs,30,205,175,N,V Kulkarni,N Menon
190,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,24,199,175,N,K Ananthapadmanabhan,C Shamshuddin
191,2019,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,normal,runs,20,172,192,N,A Deshmukh,N Menon
192,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,normal,runs,20,162,142,N,M Erasmus,V Kulkarni
193,2019,Mohali,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Punjab Kings,normal,wickets,5,146,148,N,J Madanagopal,N Menon
194,2019,Mumbai,"Wankhede Stadium, Mumbai",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,4,219,223,N,S Ravi,K Ananthapadmanabhan
195,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Kolkata Knight Riders,normal,runs,16,211,227,N,K Ananthapadmanabhan,R Pandit
196,2019,Mumbai,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,34,146,180,N,V Kulkarni,M Erasmus
197,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,31,166,197,N,C Shamshuddin,A Deshmukh
198,2019,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,6,186,182,N,K Ananthapadmanabhan,V Kulkarni
199,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,normal,runs,70,260,190,N,M Erasmus,K Ananthapadmanabhan
200,2019,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,normal,wickets,7,153,150,N,S Ravi,C Shamshuddin
201,2019,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,normal,runs,2,192,190,N,A Deshmukh,N Menon
202,2019,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,normal,wickets,1,136,134,N,N Menon,S Ravi
203,2019,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,8,84,85,N,K Ananthapadmanabhan,C Shamshuddin
204,2019,Mohali,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,normal,runs,25,202,177,N,A Deshmukh,R Pandit
205,2019,Delhi,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,normal,runs,52,216,164,N,N Menon,S Ravi
206,2019,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,56,176,120,N,A Deshmukh,R Pandit
207,2019,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,normal,runs,31,225,194,N,V Kulkarni,P Reiffel
208,2019,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,92,253,161,N,M Erasmus,P Reiffel
209,2019,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,3,171,172,N,K Ananthapadmanabhan,M Erasmus
210,2019,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,21,206,185,N,P Reiffel,S Ravi
211,2019,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,Delhi Capitals,normal,runs,8,210,218,N,S Ravi,C Shamshuddin
212,2019,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,2,188,183,N,M Erasmus,J Madanagopal
213,2019,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,normal,runs,28,174,202,N,M Erasmus,C Shamshuddin
214,2019,Mumbai,"Wankhede Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Sunrisers Hyderabad,tie,runs,0,181,181,Y,N Menon,V Kulkarni
215,2019,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Royal Challengers Bengaluru,normal,runs,41,195,236,N,K Ananthapadmanabhan,S Ravi
216,2019,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Mumbai Indians,normal,wickets,2,178,176,N,N Menon,A Deshmukh
217,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,normal,wickets,4,138,134,N,M Erasmus,S Ravi
218,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,normal,wickets,5,184,178,N,M Erasmus,N Menon
219,2019,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,5,180,176,N,A Deshmukh,J Madanagopal
220,2019,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,normal,wickets,6,198,200,N,K Ananthapadmanabhan,V Kulkarni
221,2019,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,6,182,179,N,A Deshmukh,C Shamshuddin
222,2019,Chennai,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,12,206,218,N,K Ananthapadmanabhan,V Kulkarni
223,2019,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,81,237,156,N,A Deshmukh,C Shamshuddin
224,2019,Lucknow,"BRSABV Ekana Stadium, Lucknow",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,5,159,163,N,V Kulkarni,J Madanagopal
225,2020,Mohali,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,normal,runs,17,174,157,N,V Kulkarni,S Ravi
226,2020,Lucknow,"BRSABV Ekana Stadium, Lucknow",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,normal,wickets,3,160,156,N,S Ravi,M Erasmus
227,2020,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,normal,runs,52,202,150,N,R Pandit,C Shamshuddin
228,2020,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,normal,wickets,6,156,159,N,S Ravi,A Deshmukh
229,2020,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Mumbai Indians,normal,wickets,7,200,197,N,P Reiffel,N Menon
230,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,1,208,209,N,S Ravi,J Madanagopal
231,2020,Kolkata,"Eden Gardens, Kolkata",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,normal,runs,37,196,159,N,J Madanagopal,A Deshmukh
232,2020,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,normal,wickets,4,151,149,N,P Reiffel,C Shamshuddin
233,2020,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,9,114,118,N,K Ananthapadmanabhan,V Kulkarni
234,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,normal,runs,25,176,201,N,K Ananthapadmanabhan,A Deshmukh
235,2020,Kolkata,"Eden Gardens, Kolkata",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,normal,wickets,2,180,183,N,N Menon,C Shamshuddin
236,2020,Mohali,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,normal,runs,26,160,186,N,M Erasmus,R Pandit
237,2020,Lucknow,"BRSABV Ekana Stadium, Lucknow",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,48,222,174,N,S Ravi,A Deshmukh
238,2020,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,13,218,205,N,J Madanagopal,K Ananthapadmanabhan
239,2020,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,normal,wickets,7,101,100,N,C Shamshuddin,A Deshmukh
240,2020,Delhi,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,1,183,182,N,M Erasmus,R Pandit
241,2020,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Chennai Super Kings,normal,runs,7,204,197,N,R Pandit,P Reiffel
242,2020,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,normal,wickets,2,205,204,N,M Erasmus,J Madanagopal
243,2020,Chennai,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,normal,runs,42,135,177,N,V Kulkarni,N Menon
244,2020,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,normal,runs,15,222,207,N,M Erasmus,N Menon
245,2020,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,138,78,216,N,R Pandit,J Madanagopal
246,2020,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,normal,wickets,4,172,168,N,V Kulkarni,K Ananthapadmanabhan
247,2020,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Kolkata Knight Riders,normal,wickets,8,212,213,N,N Menon,C Shamshuddin
248,2020,Chennai,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,8,197,200,N,M Erasmus,N Menon
249,2020,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,normal,runs,27,191,164,N,N Menon,R Pandit
250,2020,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Rajasthan Royals,normal,wickets,6,171,176,N,C Shamshuddin,K Ananthapadmanabhan
251,2020,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,normal,runs,37,216,179,N,P Reiffel,K Ananthapadmanabhan
252,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,normal,wickets,4,151,152,N,A Deshmukh,M Erasmus
253,2020,Delhi,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,normal,runs,2,184,182,N,J Madanagopal,N Menon
254,2020,Kolkata,"Eden Gardens, Kolkata",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,59,151,210,N,S Ravi,V Kulkarni
255,2020,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,normal,runs,61,183,244,N,J Madanagopal,M Erasmus
256,2020,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,normal,runs,71,228,157,N,S Ravi,C Shamshuddin
257,2020,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,normal,runs,34,217,183,N,N Menon,S Ravi
258,2020,Kolkata,"Eden Gardens, Kolkata",Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,50,166,216,N,P Reiffel,N Menon
259,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,normal,runs,1,182,181,N,J Madanagopal,S Ravi
